Genre	Global_Sales
Adventure	0.47
Misc	0.47
Role-Playing	0.47
Sports	0.47
Misc	0.47
Action	0.47
Racing	0.47
Action	0.47
Puzzle	0.47
Fighting	0.47
Misc	0.47
Action	0.47
Sports	0.47
Sports	0.46
Adventure	0.46
Platform	0.46
Shooter	0.46
Racing	0.46
Puzzle	0.46
Shooter	0.46
Misc	0.46
Action	0.46
Misc	0.46
Sports	0.46
Action	0.46
Shooter	0.46
Platform	0.46
Action	0.46
Shooter	0.46
Sports	0.46
Strategy	0.46
Platform	0.46
Platform	0.46
Shooter	0.46
Shooter	0.46
Platform	0.46
Action	0.46
Strategy	0.46
Racing	0.46
Platform	0.46
Misc	0.46
Shooter	0.46
Sports	0.46
Action	0.46
Fighting	0.46
Platform	0.46
Platform	0.46
Racing	0.46
Shooter	0.46
Adventure	0.46
Action	0.46
Sports	0.46
Action	0.46
Shooter	0.46
Sports	0.46
Sports	0.46
Action	0.46
Action	0.46
Misc	0.46
Action	0.46
Racing	0.46
Action	0.46
Simulation	0.46
Fighting	0.46
Sports	0.46
Misc	0.46
Action	0.46
Misc	0.46
Platform	0.46
Misc	0.46
Strategy	0.46
Action	0.46
Action	0.46
Action	0.46
Racing	0.46
Action	0.46
Role-Playing	0.46
Fighting	0.46
Shooter	0.46
Racing	0.46
Sports	0.46
Racing	0.46
Shooter	0.46
Role-Playing	0.46
Platform	0.46
Role-Playing	0.46
Role-Playing	0.46
Adventure	0.46
Puzzle	0.46
Action	0.46
Sports	0.46
Misc	0.46
Simulation	0.46
Action	0.46
Shooter	0.46
Misc	0.46
Misc	0.46
Role-Playing	0.45
Action	0.45
Action	0.45
Platform	0.45
Role-Playing	0.45
Shooter	0.45
Action	0.45
Adventure	0.45
Sports	0.45
Adventure	0.45
Sports	0.45
Action	0.45
Platform	0.45
Racing	0.45
Sports	0.45
Puzzle	0.45
Role-Playing	0.45
Misc	0.45
Action	0.45
Shooter	0.45
Sports	0.45
Fighting	0.45
Shooter	0.45
Misc	0.45
Sports	0.45
Action	0.45
Misc	0.45
Sports	0.45
Shooter	0.45
Puzzle	0.45
Sports	0.45
Shooter	0.45
Sports	0.45
Racing	0.45
Sports	0.45
Fighting	0.45
Shooter	0.45
Strategy	0.45
Simulation	0.45
Action	0.45
Shooter	0.45
Misc	0.45
Shooter	0.45
Misc	0.45
Sports	0.45
Action	0.45
Action	0.45
Sports	0.45
Misc	0.45
Misc	0.45
Role-Playing	0.45
Action	0.45
Sports	0.45
Action	0.45
Action	0.45
Fighting	0.45
Action	0.45
Puzzle	0.45
Role-Playing	0.45
Simulation	0.45
Sports	0.45
Simulation	0.45
Action	0.45
Fighting	0.45
Role-Playing	0.45
Role-Playing	0.45
Misc	0.45
Fighting	0.45
Racing	0.45
Action	0.45
Action	0.45
Action	0.45
Action	0.45
Misc	0.45
Shooter	0.45
Role-Playing	0.45
Misc	0.45
Sports	0.45
Action	0.45
Sports	0.45
Sports	0.45
Fighting	0.45
Sports	0.45
Strategy	0.45
Sports	0.45
Shooter	0.45
Fighting	0.45
Action	0.45
Racing	0.45
Racing	0.45
Racing	0.45
Role-Playing	0.45
Sports	0.45
Sports	0.45
Action	0.45
Action	0.45
Sports	0.45
Platform	0.45
Misc	0.45
Simulation	0.45
Misc	0.45
Misc	0.44
Shooter	0.44
Sports	0.44
Misc	0.44
Sports	0.44
Sports	0.44
Action	0.44
Misc	0.44
Action	0.44
Puzzle	0.44
Adventure	0.44
Action	0.44
Action	0.44
Role-Playing	0.44
Misc	0.44
Action	0.44
Action	0.44
Simulation	0.44
Action	0.44
Action	0.44
Action	0.44
Shooter	0.44
Sports	0.44
Sports	0.44
Shooter	0.44
Action	0.44
Action	0.44
Action	0.44
Platform	0.44
Shooter	0.44
Racing	0.44
Racing	0.44
Action	0.44
Shooter	0.44
Action	0.44
Misc	0.44
Misc	0.44
Shooter	0.44
Shooter	0.44
Puzzle	0.44
Role-Playing	0.44
Puzzle	0.44
Puzzle	0.44
Shooter	0.44
Shooter	0.44
Misc	0.44
Action	0.44
Misc	0.44
Strategy	0.44
Action	0.44
Simulation	0.44
Simulation	0.44
Strategy	0.44
Racing	0.44
Sports	0.44
Sports	0.44
Fighting	0.44
Action	0.44
Platform	0.44
Action	0.44
Puzzle	0.44
Misc	0.44
Sports	0.44
Action	0.44
Misc	0.44
Shooter	0.44
Action	0.44
Action	0.44
Adventure	0.44
Action	0.44
Fighting	0.44
Misc	0.44
Adventure	0.44
Platform	0.44
Action	0.44
Simulation	0.44
Sports	0.44
Misc	0.44
Action	0.44
Fighting	0.44
Puzzle	0.44
Simulation	0.44
Sports	0.44
Adventure	0.43
Role-Playing	0.43
Puzzle	0.43
Misc	0.43
Action	0.43
Sports	0.43
Racing	0.43
Action	0.43
Shooter	0.43
Sports	0.43
Simulation	0.43
Sports	0.43
Action	0.43
Racing	0.43
Misc	0.43
Platform	0.43
Sports	0.43
Shooter	0.43
Misc	0.43
Sports	0.43
Action	0.43
Misc	0.43
Sports	0.43
Action	0.43
Shooter	0.43
Action	0.43
Role-Playing	0.43
Role-Playing	0.43
Platform	0.43
Platform	0.43
Simulation	0.43
Sports	0.43
Role-Playing	0.43
Shooter	0.43
Misc	0.43
Action	0.43
Action	0.43
Action	0.43
Strategy	0.43
Racing	0.43
Platform	0.43
Shooter	0.43
Simulation	0.43
Platform	0.43
Sports	0.43
Sports	0.43
Sports	0.43
Role-Playing	0.43
Sports	0.43
Adventure	0.43
Simulation	0.43
Simulation	0.43
Action	0.43
Role-Playing	0.43
Misc	0.43
Role-Playing	0.43
Simulation	0.43
Action	0.43
Sports	0.43
Racing	0.43
Misc	0.43
Sports	0.43
Shooter	0.43
Action	0.43
Misc	0.43
Shooter	0.43
Simulation	0.43
Action	0.43
Action	0.43
Sports	0.43
Action	0.43
Misc	0.43
Action	0.43
Racing	0.43
Action	0.42
Role-Playing	0.42
Strategy	0.42
Sports	0.42
Action	0.42
Action	0.42
Role-Playing	0.42
Platform	0.42
Role-Playing	0.42
Misc	0.42
Shooter	0.42
Sports	0.42
Shooter	0.42
Simulation	0.42
Misc	0.42
Adventure	0.42
Adventure	0.42
Action	0.42
Action	0.42
Role-Playing	0.42
Sports	0.42
Sports	0.42
Platform	0.42
Platform	0.42
Shooter	0.42
Strategy	0.42
Simulation	0.42
Sports	0.42
Sports	0.42
Role-Playing	0.42
Action	0.42
Simulation	0.42
Action	0.42
Racing	0.42
Role-Playing	0.42
Sports	0.42
Misc	0.42
Racing	0.42
Action	0.42
Action	0.42
Platform	0.42
Racing	0.42
Shooter	0.42
Action	0.42
Fighting	0.42
Platform	0.42
Racing	0.42
Sports	0.42
Role-Playing	0.42
Misc	0.42
Fighting	0.42
Racing	0.42
Sports	0.42
Adventure	0.42
Action	0.42
Racing	0.42
Sports	0.42
Puzzle	0.42
Sports	0.42
Shooter	0.42
Shooter	0.42
Misc	0.42
Action	0.42
Sports	0.42
Action	0.42
Simulation	0.42
Platform	0.42
Simulation	0.42
Sports	0.42
Misc	0.42
Sports	0.42
Misc	0.42
Action	0.42
Adventure	0.42
Strategy	0.42
Simulation	0.42
Action	0.42
Action	0.42
Racing	0.42
Shooter	0.42
Puzzle	0.42
Action	0.42
Action	0.42
Simulation	0.42
Sports	0.42
Platform	0.42
Shooter	0.42
Adventure	0.42
Action	0.42
Action	0.42
Action	0.42
Misc	0.42
Action	0.42
Action	0.42
Sports	0.42
Fighting	0.42
Role-Playing	0.42
Sports	0.42
Action	0.42
Adventure	0.42
Fighting	0.42
Misc	0.42
Platform	0.42
Action	0.42
Fighting	0.42
Puzzle	0.42
Simulation	0.42
Shooter	0.41
Sports	0.41
Simulation	0.41
Action	0.41
Action	0.41
Misc	0.41
Adventure	0.41
Sports	0.41
Adventure	0.41
Misc	0.41
Role-Playing	0.41
Action	0.41
Sports	0.41
Racing	0.41
Shooter	0.41
Action	0.41
Shooter	0.41
Racing	0.41
Sports	0.41
Misc	0.41
Shooter	0.41
Fighting	0.41
Sports	0.41
Action	0.41
Sports	0.41
Shooter	0.41
Action	0.41
Action	0.41
Shooter	0.41
Shooter	0.41
Adventure	0.41
Simulation	0.41
Platform	0.41
Misc	0.41
Platform	0.41
Fighting	0.41
Action	0.41
Action	0.41
Adventure	0.41
Adventure	0.41
Misc	0.41
Simulation	0.41
Action	0.41
Racing	0.41
Action	0.41
Misc	0.41
Action	0.41
Action	0.41
Adventure	0.41
Misc	0.41
Racing	0.41
Simulation	0.41
Strategy	0.41
Action	0.41
Puzzle	0.41
Role-Playing	0.41
Action	0.41
Sports	0.41
Action	0.41
Action	0.41
Role-Playing	0.41
Simulation	0.41
Racing	0.41
Sports	0.41
Misc	0.41
Simulation	0.41
Action	0.41
Shooter	0.41
Misc	0.41
Misc	0.41
Misc	0.41
Action	0.41
Action	0.41
Shooter	0.41
Simulation	0.41
Misc	0.41
Fighting	0.41
Role-Playing	0.41
Action	0.41
Misc	0.41
Misc	0.41
Sports	0.41
Sports	0.41
Misc	0.41
Racing	0.41
Action	0.41
Simulation	0.41
Fighting	0.41
Misc	0.41
Shooter	0.41
Misc	0.41
Role-Playing	0.41
Puzzle	0.41
Platform	0.41
Sports	0.41
Platform	0.41
Shooter	0.41
Shooter	0.41
Fighting	0.41
Action	0.41
Action	0.41
Action	0.41
Action	0.41
Misc	0.41
Action	0.41
Misc	0.4
Sports	0.4
Adventure	0.4
Misc	0.4
Simulation	0.4
Action	0.4
Action	0.4
Action	0.4
Misc	0.4
Strategy	0.4
Platform	0.4
Action	0.4
Sports	0.4
Action	0.4
Role-Playing	0.4
Platform	0.4
Role-Playing	0.4
Sports	0.4
Misc	0.4
Sports	0.4
Action	0.4
Misc	0.4
Action	0.4
Action	0.4
Role-Playing	0.4
Sports	0.4
Strategy	0.4
Action	0.4
Action	0.4
Fighting	0.4
Action	0.4
Action	0.4
Strategy	0.4
Strategy	0.4
Sports	0.4
Action	0.4
Misc	0.4
Fighting	0.4
Sports	0.4
Action	0.4
Action	0.4
Sports	0.4
Sports	0.4
Fighting	0.4
Sports	0.4
Action	0.4
Platform	0.4
Misc	0.4
Racing	0.4
Racing	0.4
Sports	0.4
Fighting	0.4
Racing	0.4
Misc	0.4
Platform	0.4
Sports	0.4
Adventure	0.4
Racing	0.4
Sports	0.4
Action	0.4
Sports	0.4
Action	0.4
Action	0.4
Action	0.4
Racing	0.4
Action	0.4
Action	0.4
Simulation	0.4
Racing	0.4
Role-Playing	0.4
Action	0.4
Puzzle	0.4
Sports	0.4
Fighting	0.4
Sports	0.4
Action	0.4
Misc	0.4
Role-Playing	0.4
Platform	0.4
Action	0.4
Action	0.4
Shooter	0.4
Sports	0.4
Adventure	0.4
Simulation	0.4
Platform	0.4
Strategy	0.4
Simulation	0.4
Sports	0.4
Role-Playing	0.4
Strategy	0.4
Shooter	0.4
Action	0.4
Role-Playing	0.4
Adventure	0.4
Action	0.4
Role-Playing	0.4
Role-Playing	0.4
Racing	0.4
Fighting	0.39
Misc	0.39
Action	0.39
Action	0.39
Racing	0.39
Action	0.39
Racing	0.39
Action	0.39
Sports	0.39
Sports	0.39
Role-Playing	0.39
Action	0.39
Sports	0.39
Racing	0.39
Role-Playing	0.39
Racing	0.39
Fighting	0.39
Racing	0.39
Shooter	0.39
Action	0.39
Fighting	0.39
Sports	0.39
Action	0.39
Shooter	0.39
Role-Playing	0.39
Role-Playing	0.39
Action	0.39
Sports	0.39
Sports	0.39
Shooter	0.39
Sports	0.39
Action	0.39
Misc	0.39
Platform	0.39
Sports	0.39
Misc	0.39
Misc	0.39
Misc	0.39
Adventure	0.39
Role-Playing	0.39
Role-Playing	0.39
Shooter	0.39
Racing	0.39
Racing	0.39
Adventure	0.39
Platform	0.39
Sports	0.39
Strategy	0.39
Misc	0.39
Strategy	0.39
Sports	0.39
Sports	0.39
Sports	0.39
Sports	0.39
Fighting	0.39
Racing	0.39
Action	0.39
Action	0.39
Adventure	0.39
Simulation	0.39
Misc	0.39
Misc	0.39
Fighting	0.39
Action	0.39
Misc	0.39
Action	0.39
Misc	0.39
Fighting	0.39
Sports	0.39
Role-Playing	0.39
Adventure	0.39
Racing	0.39
Simulation	0.39
Misc	0.39
Sports	0.39
Fighting	0.39
Simulation	0.39
Role-Playing	0.39
Adventure	0.39
Sports	0.39
Simulation	0.39
Platform	0.39
Sports	0.39
Sports	0.39
Racing	0.39
Shooter	0.39
Misc	0.39
Sports	0.39
Sports	0.39
Misc	0.39
Action	0.39
Simulation	0.39
Action	0.39
Action	0.39
Action	0.39
Misc	0.39
Sports	0.39
Misc	0.38
Action	0.38
Action	0.38
Action	0.38
Role-Playing	0.38
Sports	0.38
Sports	0.38
Sports	0.38
Role-Playing	0.38
Platform	0.38
Racing	0.38
Role-Playing	0.38
Racing	0.38
Simulation	0.38
Sports	0.38
Action	0.38
Sports	0.38
Role-Playing	0.38
Strategy	0.38
Action	0.38
Misc	0.38
Misc	0.38
Role-Playing	0.38
Sports	0.38
Platform	0.38
Fighting	0.38
Sports	0.38
Shooter	0.38
Shooter	0.38
Simulation	0.38
Strategy	0.38
Action	0.38
Sports	0.38
Action	0.38
Sports	0.38
Role-Playing	0.38
Platform	0.38
Sports	0.38
Fighting	0.38
Sports	0.38
Sports	0.38
Racing	0.38
Action	0.38
Action	0.38
Strategy	0.38
Misc	0.38
Racing	0.38
Adventure	0.38
Sports	0.38
Sports	0.38
Role-Playing	0.38
Action	0.38
Action	0.38
Strategy	0.38
Misc	0.38
Sports	0.38
Action	0.38
Role-Playing	0.38
Shooter	0.38
Role-Playing	0.38
Sports	0.38
Platform	0.38
Action	0.38
Shooter	0.38
Sports	0.38
Fighting	0.38
Action	0.38
Racing	0.38
Simulation	0.38
Action	0.38
Misc	0.38
Action	0.38
Racing	0.38
Racing	0.38
Strategy	0.38
Sports	0.38
Adventure	0.38
Misc	0.38
Role-Playing	0.38
Racing	0.38
Sports	0.38
Action	0.38
Sports	0.38
Action	0.38
Misc	0.38
Action	0.38
Simulation	0.38
Puzzle	0.38
Simulation	0.38
Misc	0.38
Action	0.38
Racing	0.38
Action	0.38
Misc	0.38
Simulation	0.38
Fighting	0.38
Fighting	0.38
Racing	0.38
Platform	0.38
Sports	0.38
Role-Playing	0.38
Role-Playing	0.38
Fighting	0.38
Shooter	0.38
Action	0.38
Action	0.38
Shooter	0.38
Adventure	0.37
Shooter	0.37
Simulation	0.37
Fighting	0.37
Simulation	0.37
Sports	0.37
Shooter	0.37
Fighting	0.37
Action	0.37
Platform	0.37
Fighting	0.37
Action	0.37
Misc	0.37
Sports	0.37
Action	0.37
Adventure	0.37
Role-Playing	0.37
Sports	0.37
Sports	0.37
Sports	0.37
Shooter	0.37
Simulation	0.37
Action	0.37
Shooter	0.37
Role-Playing	0.37
Simulation	0.37
Action	0.37
Platform	0.37
Sports	0.37
Sports	0.37
Action	0.37
Action	0.37
Sports	0.37
Sports	0.37
Sports	0.37
Shooter	0.37
Sports	0.37
Shooter	0.37
Action	0.37
Adventure	0.37
Role-Playing	0.37
Racing	0.37
Sports	0.37
Role-Playing	0.37
Shooter	0.37
Action	0.37
Action	0.37
Role-Playing	0.37
Action	0.37
Strategy	0.37
Action	0.37
Strategy	0.37
Action	0.37
Puzzle	0.37
Sports	0.37
Platform	0.37
Shooter	0.37
Adventure	0.37
Action	0.37
Role-Playing	0.37
Sports	0.37
Strategy	0.37
Sports	0.37
Sports	0.37
Misc	0.37
Simulation	0.37
Role-Playing	0.37
Role-Playing	0.37
Simulation	0.37
Strategy	0.37
Action	0.37
Fighting	0.37
Action	0.37
Strategy	0.37
Platform	0.37
Action	0.37
Misc	0.37
Shooter	0.37
Simulation	0.37
Sports	0.37
Action	0.36
Sports	0.36
Racing	0.36
Sports	0.36
Shooter	0.36
Sports	0.36
Fighting	0.36
Adventure	0.36
Action	0.36
Sports	0.36
Puzzle	0.36
Action	0.36
Fighting	0.36
Fighting	0.36
Adventure	0.36
Sports	0.36
Action	0.36
Shooter	0.36
Fighting	0.36
Role-Playing	0.36
Sports	0.36
Action	0.36
Sports	0.36
Platform	0.36
Simulation	0.36
Action	0.36
Action	0.36
Fighting	0.36
Simulation	0.36
Shooter	0.36
Action	0.36
Role-Playing	0.36
Misc	0.36
Action	0.36
Action	0.36
Strategy	0.36
Racing	0.36
Sports	0.36
Action	0.36
Platform	0.36
Sports	0.36
Sports	0.36
Action	0.36
Action	0.36
Action	0.36
Puzzle	0.36
Action	0.36
Fighting	0.36
Sports	0.36
Racing	0.36
Misc	0.36
Sports	0.36
Sports	0.36
Simulation	0.36
Action	0.36
Simulation	0.36
Role-Playing	0.36
Shooter	0.36
Racing	0.36
Sports	0.36
Fighting	0.36
Misc	0.36
Sports	0.36
Racing	0.36
Fighting	0.36
Misc	0.36
Strategy	0.36
Sports	0.36
Sports	0.36
Action	0.36
Shooter	0.36
Strategy	0.36
Fighting	0.36
Platform	0.36
Role-Playing	0.36
Simulation	0.36
Adventure	0.36
Misc	0.36
Strategy	0.36
Action	0.36
Action	0.36
Strategy	0.36
Shooter	0.36
Misc	0.36
Fighting	0.36
Action	0.36
Simulation	0.36
Action	0.36
Fighting	0.36
Role-Playing	0.36
Racing	0.36
Platform	0.36
Misc	0.36
Platform	0.36
Racing	0.36
Action	0.36
Sports	0.36
Sports	0.36
Sports	0.36
Adventure	0.36
Racing	0.36
Platform	0.36
Adventure	0.35
Shooter	0.35
Action	0.35
Simulation	0.35
Sports	0.35
Role-Playing	0.35
Sports	0.35
Adventure	0.35
Role-Playing	0.35
Puzzle	0.35
Action	0.35
Strategy	0.35
Sports	0.35
Misc	0.35
Action	0.35
Sports	0.35
Misc	0.35
Action	0.35
Fighting	0.35
Action	0.35
Action	0.35
Sports	0.35
Shooter	0.35
Sports	0.35
Role-Playing	0.35
Shooter	0.35
Action	0.35
Action	0.35
Racing	0.35
Fighting	0.35
Racing	0.35
Role-Playing	0.35
Action	0.35
Fighting	0.35
Fighting	0.35
Misc	0.35
Simulation	0.35
Adventure	0.35
Strategy	0.35
Action	0.35
Platform	0.35
Sports	0.35
Shooter	0.35
Sports	0.35
Action	0.35
Strategy	0.35
Action	0.35
Racing	0.35
Action	0.35
Action	0.35
Platform	0.35
Action	0.35
Misc	0.35
Fighting	0.35
Shooter	0.35
Sports	0.35
Misc	0.35
Fighting	0.35
Racing	0.35
Strategy	0.35
Shooter	0.35
Shooter	0.35
Role-Playing	0.35
Platform	0.35
Sports	0.35
Misc	0.35
Sports	0.35
Misc	0.35
Shooter	0.35
Simulation	0.35
Sports	0.35
Racing	0.35
Role-Playing	0.35
Action	0.35
Role-Playing	0.35
Fighting	0.35
Platform	0.35
Adventure	0.35
Sports	0.35
Racing	0.35
Platform	0.35
Fighting	0.35
Misc	0.35
Adventure	0.35
Action	0.35
Sports	0.35
Puzzle	0.34
Simulation	0.34
Misc	0.34
Strategy	0.34
Action	0.34
Platform	0.34
Misc	0.34
Action	0.34
Fighting	0.34
Racing	0.34
Role-Playing	0.34
Action	0.34
Platform	0.34
Action	0.34
Action	0.34
Shooter	0.34
Action	0.34
Action	0.34
Action	0.34
Simulation	0.34
Action	0.34
Action	0.34
Adventure	0.34
Shooter	0.34
Action	0.34
Racing	0.34
Platform	0.34
Role-Playing	0.34
Fighting	0.34
Puzzle	0.34
Shooter	0.34
Simulation	0.34
Action	0.34
Action	0.34
Action	0.34
Action	0.34
Action	0.34
Fighting	0.34
Action	0.34
Simulation	0.34
Action	0.34
Action	0.34
Action	0.34
Action	0.34
Fighting	0.34
Racing	0.34
Action	0.34
Action	0.34
Strategy	0.34
Misc	0.34
Racing	0.34
Shooter	0.34
Sports	0.34
Adventure	0.34
Action	0.34
Sports	0.34
Misc	0.34
Shooter	0.34
Puzzle	0.34
Misc	0.34
Platform	0.34
Puzzle	0.34
Role-Playing	0.34
Simulation	0.34
Action	0.34
Sports	0.34
Racing	0.34
Strategy	0.34
Simulation	0.34
Sports	0.34
Simulation	0.34
Racing	0.34
Simulation	0.34
Action	0.34
Simulation	0.34
Misc	0.34
Misc	0.34
Role-Playing	0.34
Misc	0.34
Action	0.34
Racing	0.34
Action	0.34
Action	0.34
Action	0.34
Racing	0.34
Adventure	0.34
Shooter	0.34
Shooter	0.34
Action	0.34
Misc	0.34
Action	0.33
Shooter	0.33
Action	0.33
Shooter	0.33
Action	0.33
Shooter	0.33
Racing	0.33
Role-Playing	0.33
Action	0.33
Fighting	0.33
Adventure	0.33
Platform	0.33
Puzzle	0.33
Misc	0.33
Role-Playing	0.33
Fighting	0.33
Role-Playing	0.33
Sports	0.33
Action	0.33
Role-Playing	0.33
Misc	0.33
Action	0.33
Misc	0.33
Shooter	0.33
Misc	0.33
Role-Playing	0.33
Fighting	0.33
Fighting	0.33
Puzzle	0.33
Simulation	0.33
Action	0.33
Action	0.33
Shooter	0.33
Misc	0.33
Platform	0.33
Shooter	0.33
Role-Playing	0.33
Simulation	0.33
Action	0.33
Racing	0.33
Role-Playing	0.33
Sports	0.33
Simulation	0.33
Fighting	0.33
Platform	0.33
Sports	0.33
Action	0.33
Sports	0.33
Action	0.33
Action	0.33
Fighting	0.33
Sports	0.33
Platform	0.33
Action	0.33
Sports	0.33
Sports	0.33
Action	0.33
Misc	0.33
Sports	0.33
Sports	0.33
Role-Playing	0.33
Sports	0.33
Platform	0.33
Fighting	0.33
Action	0.33
Fighting	0.33
Racing	0.33
Action	0.33
Sports	0.33
Role-Playing	0.33
Action	0.33
Misc	0.33
Strategy	0.33
Platform	0.33
Role-Playing	0.33
Sports	0.33
Sports	0.33
Adventure	0.33
Sports	0.33
Adventure	0.33
Action	0.33
Shooter	0.33
Action	0.33
Strategy	0.33
Racing	0.33
Role-Playing	0.33
Fighting	0.33
Sports	0.33
Racing	0.33
Racing	0.33
Platform	0.33
Simulation	0.33
Sports	0.33
Misc	0.33
Shooter	0.33
Platform	0.33
Adventure	0.33
Action	0.33
Sports	0.33
Misc	0.33
Strategy	0.33
Fighting	0.33
Strategy	0.33
Platform	0.33
Action	0.33
Action	0.33
Sports	0.33
Misc	0.33
Misc	0.33
Role-Playing	0.33
Misc	0.33
Sports	0.33
Sports	0.33
Action	0.33
Role-Playing	0.33
Fighting	0.33
Action	0.33
Shooter	0.33
Action	0.33
Action	0.33
Action	0.33
Role-Playing	0.33
Action	0.33
Sports	0.33
Misc	0.33
Action	0.33
Action	0.33
Simulation	0.33
Puzzle	0.33
Fighting	0.33
Fighting	0.33
Sports	0.33
Misc	0.33
Action	0.33
Shooter	0.33
Misc	0.33
Action	0.32
Sports	0.32
Fighting	0.32
Role-Playing	0.32
Action	0.32
Action	0.32
Fighting	0.32
Action	0.32
Shooter	0.32
Sports	0.32
Action	0.32
Racing	0.32
Action	0.32
Sports	0.32
Action	0.32
Sports	0.32
Fighting	0.32
Role-Playing	0.32
Sports	0.32
Misc	0.32
Action	0.32
Fighting	0.32
Racing	0.32
Puzzle	0.32
Puzzle	0.32
Sports	0.32
Action	0.32
Role-Playing	0.32
Shooter	0.32
Platform	0.32
Racing	0.32
Action	0.32
Action	0.32
Platform	0.32
Shooter	0.32
Misc	0.32
Action	0.32
Sports	0.32
Action	0.32
Sports	0.32
Simulation	0.32
Shooter	0.32
Fighting	0.32
Role-Playing	0.32
Strategy	0.32
Action	0.32
Action	0.32
Sports	0.32
Misc	0.32
Shooter	0.32
Shooter	0.32
Simulation	0.32
Simulation	0.32
Action	0.32
Simulation	0.32
Sports	0.32
Platform	0.32
Puzzle	0.32
Racing	0.32
Action	0.32
Sports	0.32
Misc	0.32
Racing	0.32
Sports	0.32
Platform	0.32
Misc	0.32
Sports	0.32
Misc	0.32
Sports	0.32
Simulation	0.32
Fighting	0.32
Sports	0.32
Misc	0.32
Fighting	0.32
Fighting	0.32
Platform	0.32
Puzzle	0.32
Action	0.32
Sports	0.32
Misc	0.32
Puzzle	0.32
Adventure	0.32
Racing	0.32
Action	0.32
Adventure	0.32
Sports	0.32
Platform	0.32
Action	0.32
Sports	0.32
Role-Playing	0.32
Strategy	0.32
Role-Playing	0.32
Fighting	0.32
Misc	0.32
Sports	0.32
Simulation	0.32
Strategy	0.32
Role-Playing	0.32
Sports	0.32
Sports	0.32
Sports	0.32
Shooter	0.32
Simulation	0.32
Strategy	0.32
Racing	0.32
Sports	0.32
Misc	0.32
Action	0.32
Strategy	0.32
Action	0.32
Adventure	0.32
Fighting	0.32
Adventure	0.32
Misc	0.32
Racing	0.32
Misc	0.32
Misc	0.32
Action	0.32
Action	0.32
Adventure	0.32
Platform	0.32
Action	0.32
Sports	0.32
Role-Playing	0.32
Fighting	0.31
Role-Playing	0.31
Racing	0.31
Sports	0.31
Strategy	0.31
Role-Playing	0.31
Racing	0.31
Misc	0.31
Sports	0.31
Misc	0.31
Action	0.31
Sports	0.31
Shooter	0.31
Sports	0.31
Shooter	0.31
Platform	0.31
Puzzle	0.31
Action	0.31
Sports	0.31
Misc	0.31
Action	0.31
Misc	0.31
Sports	0.31
Sports	0.31
Adventure	0.31
Action	0.31
Misc	0.31
Strategy	0.31
Platform	0.31
Sports	0.31
Shooter	0.31
Misc	0.31
Adventure	0.31
Strategy	0.31
Action	0.31
Action	0.31
Action	0.31
Shooter	0.31
Misc	0.31
Puzzle	0.31
Action	0.31
Action	0.31
Sports	0.31
Simulation	0.31
Strategy	0.31
Action	0.31
Shooter	0.31
Action	0.31
Shooter	0.31
Action	0.31
Strategy	0.31
Platform	0.31
Sports	0.31
Role-Playing	0.31
Sports	0.31
Platform	0.31
Racing	0.31
Racing	0.31
Sports	0.31
Simulation	0.31
Simulation	0.31
Fighting	0.31
Action	0.31
Action	0.31
Action	0.31
Misc	0.31
Action	0.31
Sports	0.31
Misc	0.31
Simulation	0.31
Shooter	0.31
Strategy	0.31
Action	0.31
Strategy	0.31
Action	0.31
Misc	0.31
Platform	0.31
Sports	0.31
Sports	0.31
Role-Playing	0.31
Sports	0.31
Sports	0.31
Strategy	0.31
Racing	0.31
Misc	0.31
Simulation	0.31
Puzzle	0.31
Role-Playing	0.31
Racing	0.31
Strategy	0.31
Action	0.31
Puzzle	0.31
Sports	0.31
Racing	0.31
Sports	0.31
Fighting	0.31
Sports	0.31
Misc	0.31
Misc	0.31
Action	0.31
Platform	0.31
Action	0.31
Action	0.31
Platform	0.31
Role-Playing	0.31
Role-Playing	0.31
Sports	0.31
Misc	0.31
Platform	0.31
Misc	0.31
Action	0.31
Action	0.31
Fighting	0.31
Puzzle	0.31
Puzzle	0.31
Platform	0.31
Action	0.31
Role-Playing	0.31
Fighting	0.31
Role-Playing	0.31
Adventure	0.31
Simulation	0.3
Role-Playing	0.3
Action	0.3
Action	0.3
Racing	0.3
Racing	0.3
Action	0.3
Shooter	0.3
Misc	0.3
Shooter	0.3
Fighting	0.3
Misc	0.3
Misc	0.3
Platform	0.3
Action	0.3
Strategy	0.3
Shooter	0.3
Simulation	0.3
Action	0.3
Puzzle	0.3
Action	0.3
Simulation	0.3
Platform	0.3
Misc	0.3
Action	0.3
Racing	0.3
Platform	0.3
Action	0.3
Fighting	0.3
Racing	0.3
Puzzle	0.3
Platform	0.3
Adventure	0.3
Adventure	0.3
Role-Playing	0.3
Misc	0.3
Strategy	0.3
Racing	0.3
Strategy	0.3
Adventure	0.3
Platform	0.3
Racing	0.3
Sports	0.3
Misc	0.3
Strategy	0.3
Action	0.3
Strategy	0.3
Role-Playing	0.3
Sports	0.3
Simulation	0.3
Role-Playing	0.3
Action	0.3
Action	0.3
Adventure	0.3
Action	0.3
Racing	0.3
Action	0.3
Action	0.3
Action	0.3
Strategy	0.3
Role-Playing	0.3
Role-Playing	0.3
Simulation	0.3
Sports	0.3
Role-Playing	0.3
Racing	0.3
Shooter	0.3
Misc	0.3
Racing	0.3
Simulation	0.3
Action	0.3
Action	0.3
